action_type,user_role,data_sensitivity,task_alignment,request_frequency,time_of_day,is_anomalous,privilege_level,risk_score,decision
api_call,user,2,0.767,29,12,0,1,0.3183,allow
web_search,user,2,0.578,9,7,0,1,0.2777,allow
file_read,guest,1,0.607,15,1,0,0,0.2469,allow
email_send,user,1,0.64,44,15,0,1,0.3303,allow
api_call,developer,0,0.732,41,18,0,2,0.1453,allow
web_search,developer,1,0.966,3,7,0,2,0.0735,allow
db_read,user,3,0.759,59,11,1,1,0.6682,deny
web_search,user,0,0.718,15,10,0,1,0.0931,allow
email_send,user,3,0.42,57,8,1,1,0.7627,deny
api_call,user,1,0.653,53,23,1,1,0.4977,escalate
email_send,guest,0,0.894,11,9,0,0,0.1745,allow
api_call,admin,3,0.536,6,0,0,3,0.3428,allow
api_call,user,1,0.619,47,18,1,1,0.4945,escalate
api_call,user,0,0.48,7,23,0,1,0.1723,allow
code_exec,user,0,0.54,51,16,1,1,0.5387,escalate
file_read,guest,0,0.689,46,22,1,0,0.3989,escalate
code_exec,developer,2,0.649,4,3,0,2,0.3719,escalate
code_exec,guest,1,0.936,21,11,0,0,0.3261,allow
db_write,guest,3,0.344,1,22,0,0,0.5929,escalate
web_search,developer,0,0.89,56,19,1,2,0.2937,allow
api_call,user,0,0.501,59,7,1,1,0.3094,allow
api_call,developer,0,0.859,23,21,0,2,0.0899,allow
file_write,developer,1,0.714,13,15,0,2,0.2155,allow
file_write,user,3,0.663,43,23,0,1,0.4757,escalate
file_read,developer,2,0.572,28,0,0,2,0.2923,allow
api_call,guest,0,0.945,29,8,0,0,0.1493,allow
file_write,user,3,0.852,18,10,0,1,0.3963,escalate
email_send,user,2,0.784,23,11,0,1,0.3499,allow
code_exec,user,0,0.864,28,8,0,1,0.2725,allow
api_call,developer,2,0.277,9,5,0,2,0.3496,allow
db_read,admin,0,0.939,53,8,1,3,0.3055,allow
file_read,admin,0,0.95,43,5,0,3,0.0417,allow
api_call,developer,0,0.711,6,5,0,2,0.0911,allow
db_read,user,1,0.57,16,19,0,1,0.2677,allow
code_exec,user,1,0.565,37,2,0,1,0.5365,escalate
api_call,user,0,0.964,1,2,0,1,0.0655,allow
email_send,user,0,0.496,22,15,0,1,0.2391,allow
web_search,user,2,0.731,46,1,1,1,0.5088,escalate
db_read,admin,3,0.4,23,3,0,3,0.4133,escalate
code_exec,user,2,0.928,21,8,0,1,0.3777,escalate
db_read,user,0,0.394,51,6,1,1,0.4779,escalate
file_write,user,0,0.894,31,2,0,1,0.1595,allow
api_call,developer,0,0.546,38,23,0,2,0.1216,allow
file_read,developer,0,0.787,28,12,0,2,0.0826,allow
api_call,developer,1,0.732,44,13,0,2,0.2336,allow
code_exec,user,1,0.601,27,8,0,1,0.3698,escalate
file_write,developer,2,0.81,39,0,0,2,0.323,allow
email_send,guest,2,0.757,42,11,0,0,0.4203,escalate
web_search,admin,0,0.588,42,0,0,3,0.0974,allow
db_read,user,0,0.801,57,8,1,1,0.4065,escalate
code_exec,user,2,0.454,13,6,0,1,0.345,allow
web_search,user,0,0.602,32,2,0,1,0.1446,allow
file_read,developer,0,0.801,7,3,0,2,0.0448,allow
db_write,guest,1,0.888,51,6,1,0,0.6007,escalate
file_read,admin,0,0.881,33,14,0,3,0.0388,allow
db_write,user,0,0.816,47,23,1,1,0.4918,escalate
file_write,user,2,0.891,46,23,1,1,0.5518,escalate
web_search,guest,3,0.97,13,0,0,0,0.3227,allow
web_search,user,0,0.656,32,5,0,1,0.1338,allow
file_read,user,0,0.798,7,21,0,1,0.0787,allow
api_call,user,2,0.72,12,4,0,1,0.2993,allow
email_send,developer,0,0.686,40,10,0,2,0.1978,allow
code_exec,user,1,0.865,15,16,0,1,0.297,allow
web_search,admin,0,0.935,59,2,1,3,0.2563,allow
db_read,developer,0,0.772,49,11,1,2,0.3656,escalate
api_call,developer,2,0.681,21,19,0,2,0.2888,allow
api_call,guest,2,0.621,12,9,0,0,0.3525,escalate
file_write,user,0,0.756,13,6,0,1,0.1571,allow
db_write,user,0,0.919,40,14,0,1,0.2595,allow
api_call,developer,0,0.517,42,20,0,2,0.1899,allow
code_exec,admin,0,0.638,39,17,0,3,0.2324,allow
code_exec,guest,3,0.607,2,18,0,0,0.5269,escalate
code_exec,guest,2,0.896,29,0,0,0,0.4308,escalate
web_search,admin,1,0.721,48,21,1,3,0.3641,escalate
email_send,user,2,0.908,29,12,0,1,0.3351,allow
api_call,developer,2,0.83,36,23,0,2,0.284,allow
web_search,user,2,0.759,38,3,0,1,0.2899,allow
db_write,developer,0,0.775,7,17,0,2,0.2,allow
code_exec,guest,0,0.648,30,11,0,0,0.3154,allow
email_send,guest,2,0.34,23,3,0,0,0.472,escalate
file_write,developer,1,0.658,51,3,1,2,0.4901,escalate
file_read,admin,3,0.906,28,4,0,3,0.2755,allow
web_search,user,2,0.533,56,18,1,1,0.5651,escalate
api_call,user,3,0.797,23,8,0,1,0.3856,escalate
web_search,developer,0,0.855,36,6,0,2,0.0673,allow
web_search,admin,3,0.637,42,6,0,3,0.3376,allow
file_read,developer,0,0.69,29,11,0,2,0.1037,allow
web_search,admin,3,0.86,4,9,0,3,0.2297,allow
api_call,guest,0,0.708,20,19,0,0,0.1817,allow
code_exec,guest,1,0.81,5,20,0,0,0.3247,allow
db_read,developer,2,0.684,46,12,1,2,0.5449,escalate
web_search,developer,1,0.847,11,22,0,2,0.1106,allow
file_read,user,1,0.886,2,5,0,1,0.1361,allow
api_call,user,3,0.871,41,8,0,1,0.4008,escalate
db_read,developer,1,0.366,54,18,1,2,0.5385,escalate
db_read,guest,1,0.434,44,23,0,0,0.3749,escalate
db_read,user,0,0.843,24,15,0,1,0.1431,allow
file_read,user,2,0.83,59,10,1,1,0.5257,escalate
api_call,developer,1,0.869,33,3,0,2,0.1879,allow
api_call,developer,1,0.829,22,0,0,2,0.1775,allow
db_write,user,0,0.808,47,20,1,1,0.4934,escalate
file_write,developer,1,0.788,6,11,0,2,0.1891,allow
file_write,developer,0,0.62,24,3,0,2,0.1693,allow
email_send,user,0,0.572,29,4,0,1,0.2356,allow
file_read,developer,1,0.77,49,5,1,2,0.4043,escalate
email_send,user,0,0.707,32,13,0,1,0.2136,allow
db_read,guest,0,0.597,53,0,1,0,0.4739,escalate
web_search,guest,2,0.668,47,7,1,0,0.5564,escalate
api_call,user,0,0.735,30,14,0,1,0.1597,allow
file_read,user,0,0.976,46,11,1,1,0.3422,allow
db_write,developer,0,0.789,51,18,1,2,0.4705,escalate
web_search,developer,1,0.906,54,22,1,2,0.3705,escalate
db_write,developer,2,0.78,41,6,0,2,0.4223,escalate
file_read,user,2,0.703,58,8,1,1,0.5494,escalate
db_write,user,0,0.728,3,10,0,1,0.2361,allow
db_write,user,0,0.646,25,22,0,1,0.2891,allow
db_read,user,0,0.695,28,7,0,1,0.1126,allow
db_write,guest,1,0.866,57,3,1,0,0.6151,escalate
web_search,developer,3,0.709,15,9,0,2,0.3115,allow
db_read,admin,0,0.85,17,19,0,3,0.0633,allow
file_read,user,0,0.824,2,9,0,1,0.0652,allow
code_exec,guest,0,0.487,27,7,0,0,0.3426,allow
file_read,developer,1,0.823,36,13,0,2,0.1721,allow
api_call,user,2,0.764,14,3,0,1,0.2939,allow
api_call,developer,1,0.88,43,19,0,2,0.2023,allow
file_read,developer,3,0.929,59,2,1,2,0.5559,escalate
api_call,admin,1,0.803,32,2,0,3,0.1661,allow
file_read,user,0,0.89,12,3,0,1,0.0687,allow
db_write,developer,0,0.285,23,11,0,2,0.3247,allow
web_search,user,2,0.704,16,17,0,1,0.2642,allow
file_read,developer,1,0.924,44,18,0,2,0.1652,allow
email_send,user,1,0.87,2,10,0,1,0.2143,allow
code_exec,user,2,0.77,7,17,0,1,0.4731,escalate
api_call,user,1,0.987,21,13,0,1,0.1776,allow
file_read,user,3,0.377,58,10,1,1,0.6979,deny
code_exec,developer,1,0.458,31,13,0,2,0.3717,escalate
db_write,developer,2,0.712,23,21,0,2,0.4059,escalate
db_read,developer,0,0.778,57,2,1,2,0.3777,escalate
file_read,guest,2,0.676,25,1,0,0,0.3331,allow
file_read,developer,3,0.802,35,8,0,2,0.3413,allow
api_call,user,1,0.457,35,7,0,1,0.3069,allow
api_call,admin,2,0.596,45,4,0,3,0.3125,allow
file_write,admin,2,0.825,7,8,0,3,0.2333,allow
api_call,guest,0,0.863,5,4,0,0,0.1257,allow
db_write,developer,1,0.65,32,20,0,2,0.35,escalate
web_search,guest,0,0.716,53,12,1,0,0.3901,escalate
api_call,user,3,0.902,5,10,0,1,0.3346,allow
web_search,user,2,0.514,25,10,0,1,0.3172,allow
api_call,guest,0,0.637,31,19,0,0,0.2143,allow
api_call,developer,0,0.951,20,11,0,2,0.0665,allow
file_write,guest,1,0.951,22,18,0,0,0.2498,allow
db_read,user,0,0.884,38,12,0,1,0.1582,allow
email_send,developer,0,0.761,13,8,0,2,0.1378,allow
db_read,developer,1,0.728,39,3,0,2,0.2411,allow
api_call,admin,1,0.927,2,6,0,3,0.0913,allow
db_read,developer,0,0.62,22,4,0,2,0.151,allow
file_read,developer,2,0.576,9,6,0,2,0.2598,allow
web_search,user,3,0.712,51,7,1,1,0.6043,escalate
code_exec,guest,2,0.787,2,13,0,0,0.4076,escalate
api_call,guest,2,0.786,45,23,0,0,0.3745,escalate
db_read,user,0,0.614,32,9,0,1,0.2022,allow
db_read,developer,0,0.781,8,5,0,2,0.0955,allow
file_read,user,0,0.698,16,4,0,1,0.102,allow
db_read,developer,2,0.486,33,14,0,2,0.3628,escalate
file_write,user,3,0.942,11,15,0,1,0.3666,escalate
db_read,guest,2,0.726,32,1,0,0,0.3798,escalate
web_search,user,3,0.914,8,14,0,1,0.2922,allow
db_write,developer,1,0.892,32,7,0,2,0.3016,allow
code_exec,developer,1,0.728,21,20,0,2,0.3011,allow
code_exec,admin,1,0.805,25,23,0,3,0.259,allow
file_read,guest,0,0.688,57,21,1,0,0.4174,escalate
db_write,admin,0,0.818,20,23,0,3,0.1797,allow
file_write,user,2,0.685,1,12,0,1,0.318,allow
code_exec,guest,1,0.675,21,16,0,0,0.3783,escalate
api_call,admin,1,0.721,7,14,0,3,0.1408,allow
file_read,user,1,0.796,57,13,1,1,0.4458,escalate
db_read,developer,0,0.755,58,18,1,2,0.384,escalate
file_read,user,1,0.517,25,12,0,1,0.2483,allow
db_write,developer,1,0.858,9,20,0,2,0.2701,allow
api_call,admin,1,0.675,22,6,0,3,0.175,allow
file_read,user,2,0.737,2,7,0,1,0.2493,allow
code_exec,developer,1,0.858,53,6,1,2,0.5284,escalate
file_read,user,1,0.764,19,18,0,1,0.1889,allow
file_write,developer,3,0.841,6,14,0,2,0.3451,allow
db_read,user,3,0.808,59,6,1,1,0.6584,deny
file_read,user,3,0.706,5,16,0,1,0.3438,allow
web_search,user,0,0.713,45,20,0,1,0.1441,allow
file_read,user,0,0.77,10,17,0,1,0.0893,allow
file_write,admin,0,0.738,59,18,1,3,0.3707,escalate
db_write,user,0,0.623,1,2,0,1,0.2537,allow
api_call,user,3,0.7,26,23,0,1,0.41,escalate
file_read,user,1,0.83,26,21,0,1,0.1873,allow
api_call,user,0,0.613,18,6,0,1,0.1641,allow
file_write,developer,0,0.895,59,20,1,2,0.3727,escalate
web_search,admin,0,0.932,21,9,0,3,0.0,allow
api_call,user,1,0.624,46,6,1,1,0.613,escalate
db_write,admin,2,0.76,12,10,0,3,0.3447,allow
web_search,developer,3,0.701,38,2,0,2,0.3515,escalate
api_call,user,3,0.734,14,20,0,1,0.3832,escalate
web_search,developer,0,0.694,49,21,1,2,0.3212,allow
api_call,user,0,0.887,32,8,0,1,0.1326,allow
email_send,developer,0,0.883,39,3,0,2,0.1567,allow
file_read,admin,1,0.86,35,7,0,3,0.1297,allow
db_read,user,3,0.536,17,23,0,1,0.4428,escalate
code_exec,admin,1,0.875,55,21,1,3,0.495,escalate
api_call,developer,2,0.694,55,11,1,2,0.5429,escalate
db_read,user,1,0.95,10,7,0,1,0.1817,allow
db_read,developer,0,0.644,35,14,0,2,0.1679,allow
file_read,user,0,0.697,16,13,0,1,0.1139,allow
file_read,admin,1,0.88,6,4,0,3,0.0773,allow
db_read,developer,2,0.531,4,16,0,2,0.3055,allow
db_read,guest,0,0.805,52,19,1,0,0.4307,escalate
email_send,user,2,0.862,9,10,0,1,0.3109,allow
db_write,developer,2,0.616,29,21,0,2,0.4351,escalate
email_send,guest,1,0.669,7,14,0,0,0.2962,allow
db_read,guest,2,0.927,16,12,0,0,0.3129,allow
api_call,user,1,0.678,6,3,0,1,0.2144,allow
file_read,user,2,0.565,44,21,0,1,0.3537,escalate
db_write,user,2,0.662,57,12,1,1,0.7059,deny
db_read,user,3,0.599,3,12,0,1,0.4069,escalate
file_read,user,0,0.81,44,10,0,1,0.138,allow
api_call,developer,1,0.601,52,4,1,2,0.4731,escalate
email_send,user,0,0.889,14,13,0,1,0.1472,allow
code_exec,user,0,0.799,14,21,0,1,0.2252,allow
api_call,user,2,0.934,9,2,0,1,0.2515,allow
api_call,developer,3,0.521,36,17,0,2,0.4291,escalate
file_write,guest,1,0.642,23,2,0,0,0.3133,allow
api_call,guest,0,0.81,57,5,1,0,0.423,escalate
api_call,guest,0,0.499,52,7,1,0,0.5363,escalate
file_read,developer,1,0.95,57,23,1,2,0.3817,escalate
db_write,developer,0,0.61,15,20,0,2,0.2463,allow
api_call,developer,0,0.676,7,16,0,2,0.0998,allow
web_search,developer,2,0.685,20,0,0,2,0.2413,allow
web_search,developer,0,0.587,19,6,0,2,0.0926,allow
file_write,user,1,0.897,6,17,0,1,0.2006,allow
db_read,developer,2,0.824,51,3,1,2,0.5252,escalate
api_call,guest,0,0.663,39,9,0,0,0.2224,allow
web_search,developer,1,0.733,1,4,0,2,0.1167,allow
file_write,developer,2,0.826,7,7,0,2,0.2665,allow
db_read,user,2,0.862,35,12,0,1,0.3243,allow
db_read,user,1,0.692,25,16,0,1,0.2583,allow
api_call,user,0,0.4,38,20,0,1,0.24,allow
file_read,developer,2,0.716,23,3,0,2,0.2551,allow
db_read,developer,2,0.942,25,9,0,2,0.2583,allow
db_write,admin,0,0.738,38,20,0,3,0.2257,allow
api_call,user,0,0.673,58,7,1,1,0.3162,allow
db_read,developer,0,0.681,11,9,0,2,0.1205,allow
api_call,developer,0,0.692,34,12,0,2,0.1416,allow
db_read,admin,1,0.798,31,11,0,3,0.1804,allow
file_write,user,0,0.812,38,20,0,1,0.1876,allow
web_search,user,0,0.45,54,12,1,1,0.4117,escalate
api_call,developer,2,0.613,50,9,1,2,0.4327,escalate
api_call,developer,0,0.568,55,20,1,2,0.4014,escalate
file_read,admin,2,0.612,46,0,1,3,0.4809,escalate
file_read,guest,2,0.914,12,8,0,0,0.1718,allow
code_exec,guest,0,0.879,9,2,0,0,0.2342,allow
file_write,admin,2,0.806,13,16,0,3,0.2471,allow
web_search,user,2,0.751,58,20,1,1,0.5248,escalate
file_read,developer,1,0.471,20,9,0,2,0.2158,allow
api_call,user,0,0.603,59,18,1,1,0.4344,escalate
api_call,guest,1,0.877,21,5,0,0,0.2329,allow
file_read,developer,3,0.626,22,6,0,2,0.3548,escalate
file_read,developer,1,0.428,1,10,0,2,0.1927,allow
api_call,user,0,0.639,40,15,0,1,0.1955,allow
code_exec,user,2,0.571,41,3,0,1,0.4825,escalate
api_call,developer,1,0.641,17,3,0,2,0.2068,allow
code_exec,guest,1,0.579,45,17,0,0,0.4375,escalate
db_read,admin,2,0.585,4,17,0,3,0.2613,allow
file_read,user,1,0.689,6,6,0,1,0.1822,allow
api_call,developer,2,0.72,45,10,0,2,0.321,allow
email_send,admin,2,0.851,58,4,1,3,0.5281,escalate
code_exec,developer,1,0.741,49,20,1,2,0.5451,escalate
db_read,user,0,0.787,19,17,0,1,0.1459,allow
api_call,developer,2,0.94,30,6,0,2,0.252,allow
db_write,user,3,0.84,23,1,0,1,0.497,escalate
db_write,user,0,0.728,32,4,0,1,0.2844,allow
code_exec,admin,1,0.824,56,4,1,3,0.5069,escalate
email_send,developer,0,0.761,29,18,0,2,0.1645,allow
file_read,developer,2,0.781,8,1,0,2,0.2171,allow
file_read,user,2,0.691,21,18,0,1,0.2901,allow
db_write,guest,0,0.574,17,4,0,0,0.3235,allow
db_write,guest,3,0.758,17,11,0,0,0.5367,escalate
file_read,developer,0,0.964,56,12,1,2,0.2939,allow
file_write,developer,2,0.88,21,21,0,2,0.2085,allow
file_read,user,1,0.584,15,19,0,1,0.2182,allow
api_call,developer,0,0.53,27,6,0,2,0.1623,allow
db_write,guest,0,0.531,25,1,0,0,0.3455,allow
code_exec,user,0,0.573,33,21,0,1,0.3021,allow
api_call,user,2,0.595,2,13,0,1,0.3077,allow
api_call,user,1,0.824,52,4,1,1,0.4619,escalate
file_read,guest,0,0.522,42,19,0,0,0.278,allow
api_call,admin,0,0.345,59,21,1,3,0.2811,allow
db_read,user,0,0.617,16,11,0,1,0.1749,allow
email_send,admin,2,0.714,55,3,1,3,0.5505,escalate
web_search,user,2,0.766,36,16,0,1,0.2851,allow
file_read,admin,0,0.903,8,15,0,3,0.0,allow
web_search,developer,1,0.925,16,9,0,2,0.1033,allow
db_write,admin,0,0.609,7,2,0,3,0.1999,allow
db_write,guest,3,0.707,5,21,0,0,0.5269,escalate
api_call,developer,3,0.542,23,0,0,2,0.4033,escalate
api_call,admin,2,0.334,8,5,0,3,0.3032,allow
api_call,guest,3,0.772,3,2,0,0,0.3906,escalate
file_read,guest,2,0.621,35,18,0,0,0.3608,escalate
file_write,user,2,0.644,50,6,1,1,0.6079,escalate
file_write,admin,1,0.715,36,8,0,3,0.2203,allow
code_exec,user,0,0.688,59,21,1,1,0.5224,escalate
db_write,user,0,0.862,36,11,0,1,0.2643,allow
api_call,guest,0,0.503,15,13,0,0,0.2144,allow
file_read,guest,1,0.504,30,0,0,0,0.2925,allow
email_send,developer,0,0.444,15,12,0,2,0.2045,allow
web_search,guest,0,0.838,29,20,0,0,0.1257,allow
db_write,developer,1,0.875,4,1,0,2,0.2583,allow
email_send,admin,0,0.839,34,2,0,3,0.1239,allow
code_exec,user,1,0.566,23,10,0,1,0.3701,escalate
email_send,developer,3,0.448,58,4,1,2,0.7254,deny
file_read,guest,2,0.591,35,1,0,0,0.3668,escalate
api_call,developer,2,0.667,28,13,0,2,0.3033,allow
file_write,user,1,0.343,31,12,0,1,0.3531,escalate
file_write,developer,1,0.667,42,13,0,2,0.2733,allow
file_read,user,0,0.895,33,2,0,1,0.1027,allow
db_read,user,3,0.458,18,7,0,1,0.4601,escalate
db_write,developer,0,0.97,5,12,0,2,0.1577,allow
code_exec,user,0,0.807,9,21,0,1,0.2153,allow
file_read,developer,2,0.746,20,11,0,2,0.2441,allow
web_search,user,0,0.86,38,17,0,1,0.103,allow
db_read,developer,1,0.872,51,17,1,2,0.4323,escalate
api_call,user,0,0.838,9,16,0,1,0.1041,allow
db_read,developer,0,0.894,18,6,0,2,0.0895,allow
file_write,guest,0,0.524,56,21,1,0,0.5085,escalate
api_call,user,0,0.503,15,12,0,1,0.2528,allow
web_search,user,2,0.709,15,12,0,1,0.2615,allow
api_call,developer,2,0.528,59,5,1,2,0.5827,escalate
api_call,user,1,0.863,14,20,0,1,0.1907,allow
web_search,admin,3,0.69,35,18,0,3,0.3153,allow
db_read,admin,0,0.778,40,23,0,3,0.1161,allow
file_read,user,0,0.84,51,18,1,1,0.3437,allow
file_read,developer,0,0.902,43,20,0,2,0.0175,allow
file_read,guest,1,0.779,36,23,0,0,0.2475,allow
db_read,user,1,0.724,47,15,1,1,0.4885,escalate
api_call,developer,1,0.75,56,2,1,2,0.45,escalate
file_read,developer,2,0.897,42,13,0,2,0.2506,allow
email_send,developer,1,0.798,20,20,0,2,0.2254,allow
code_exec,user,1,0.302,11,5,0,1,0.4029,escalate
file_write,user,3,0.858,57,16,1,1,0.6601,deny
code_exec,guest,0,0.534,41,15,0,0,0.3565,escalate
db_read,developer,1,0.921,54,1,1,2,0.4275,escalate
file_read,user,2,0.716,17,22,0,1,0.2785,allow
file_write,developer,1,0.706,41,8,0,2,0.2638,allow
db_write,user,0,0.726,25,12,0,1,0.2731,allow
api_call,user,1,0.884,29,13,0,1,0.2115,allow
code_exec,user,1,0.774,23,19,0,1,0.3285,allow
api_call,guest,1,0.78,9,20,0,0,0.2323,allow
file_read,user,0,0.993,56,11,1,1,0.3214,allow
file_read,developer,3,0.86,25,19,0,2,0.3431,allow
api_call,admin,2,0.528,41,10,0,3,0.4133,escalate
file_write,user,1,0.792,23,18,0,1,0.2499,allow
file_read,user,2,0.744,54,9,1,1,0.5345,escalate
web_search,guest,3,0.71,2,17,0,0,0.3563,escalate
email_send,admin,0,0.865,45,2,0,3,0.137,allow
db_write,guest,0,0.823,55,15,1,0,0.5371,escalate
web_search,admin,1,0.442,1,17,0,3,0.1416,allow
file_write,user,2,0.481,38,13,0,1,0.4205,escalate
email_send,user,0,0.495,6,23,0,1,0.2127,allow
file_write,admin,3,0.812,48,16,1,3,0.5876,escalate
email_send,guest,1,0.829,44,4,0,0,0.3259,allow
email_send,developer,1,0.835,15,16,0,2,0.2097,allow
db_read,user,0,0.642,7,20,0,1,0.1549,allow
email_send,user,0,0.881,2,13,0,1,0.1288,allow
code_exec,user,2,0.576,30,2,0,1,0.4631,escalate
file_write,developer,3,0.462,29,14,0,2,0.4593,escalate
api_call,developer,1,0.671,12,11,0,2,0.1925,allow
db_read,guest,3,0.706,52,16,1,0,0.7005,deny
file_read,admin,2,0.763,34,16,0,3,0.2307,allow
db_read,user,1,0.766,30,23,0,1,0.2518,allow
email_send,user,2,0.612,36,18,0,1,0.4059,escalate
file_write,user,1,0.762,35,6,0,1,0.2759,allow
db_write,guest,1,0.793,2,4,0,0,0.3381,allow
web_search,guest,0,0.774,50,1,1,0,0.3735,escalate
web_search,admin,2,0.623,3,15,0,3,0.1921,allow
email_send,user,0,0.672,42,12,0,1,0.2373,allow
code_exec,guest,2,0.895,12,10,0,0,0.4027,escalate
email_send,guest,2,0.376,4,6,0,0,0.451,escalate
db_write,developer,0,0.765,55,22,1,2,0.482,escalate
file_read,admin,0,0.653,52,2,1,3,0.3161,allow
api_call,user,1,0.462,59,5,1,1,0.5459,escalate
db_read,guest,1,0.587,7,4,0,0,0.1338,allow
file_write,user,0,0.714,20,0,0,1,0.1772,allow
db_read,guest,1,0.845,19,0,0,0,0.251,allow
db_read,guest,0,0.605,8,17,0,0,0.1973,allow
file_read,user,0,0.874,3,22,0,1,0.079,allow
code_exec,user,0,0.509,27,2,0,1,0.3049,allow
db_write,user,0,0.405,15,18,0,1,0.3207,allow
code_exec,user,2,0.48,8,9,0,1,0.4457,escalate
file_read,admin,3,0.971,18,19,0,3,0.2458,allow
file_read,admin,1,0.497,29,10,0,3,0.1923,allow
api_call,developer,1,0.646,46,7,1,2,0.4541,escalate
web_search,user,0,0.606,51,19,1,1,0.3755,escalate
file_write,user,1,0.751,36,22,0,1,0.2798,allow
db_read,user,0,0.737,3,10,0,1,0.1293,allow
file_write,developer,1,0.589,54,4,1,2,0.5089,escalate
api_call,user,3,0.336,9,21,0,1,0.4545,escalate
web_search,admin,0,0.911,10,23,0,3,0.0,allow
db_read,admin,2,0.85,40,3,0,3,0.2683,allow
file_read,user,0,0.879,20,12,0,1,0.0842,allow
api_call,developer,1,0.533,2,5,0,2,0.2034,allow
file_read,guest,0,0.497,58,1,1,0,0.4573,escalate
code_exec,user,1,0.851,1,5,0,1,0.2765,allow
db_read,user,0,0.603,27,21,0,1,0.1961,allow
file_read,user,1,0.518,4,9,0,1,0.2131,allow
api_call,admin,1,0.562,48,22,1,3,0.4409,escalate
api_call,user,0,0.838,37,3,0,1,0.1507,allow
web_search,user,2,0.663,32,15,0,1,0.2991,allow
email_send,developer,3,0.539,18,22,0,2,0.4405,escalate
file_read,developer,1,0.658,14,9,0,2,0.1684,allow
db_write,user,0,0.812,45,0,0,1,0.2366,allow
api_call,admin,0,0.703,48,12,1,3,0.3294,allow
api_call,developer,3,0.732,15,13,0,2,0.4883,escalate
db_write,user,1,0.792,51,22,1,1,0.5866,escalate
web_search,guest,1,0.906,4,11,0,0,0.0172,allow
email_send,user,0,0.752,19,12,0,1,0.1829,allow
code_exec,developer,1,0.517,24,0,0,2,0.3483,allow
api_call,developer,0,0.664,30,13,0,2,0.0177,allow
db_write,developer,3,0.775,13,7,0,2,0.46,escalate
file_write,user,3,0.48,11,21,0,1,0.3522,escalate
code_exec,guest,0,0.59,28,13,0,0,0.3237,allow
api_call,guest,1,0.787,50,0,1,0,0.4993,escalate
db_read,user,0,0.919,57,16,1,1,0.3829,escalate
file_write,developer,1,0.635,11,15,0,2,0.228,allow
file_write,developer,3,0.948,54,11,1,2,0.6037,escalate
web_search,user,1,0.666,1,19,0,1,0.0245,allow
file_read,user,0,0.974,47,22,1,1,0.3102,allow
code_exec,user,0,0.689,56,4,1,1,0.5172,escalate
file_write,user,2,0.921,42,20,0,1,0.3391,allow
file_read,user,1,0.808,54,23,1,1,0.5636,escalate
file_read,guest,1,0.595,4,17,0,0,0.231,allow
file_read,user,0,0.912,38,3,0,1,0.1076,allow
web_search,guest,0,0.791,34,19,0,0,0.1435,allow
api_call,user,3,0.767,49,10,1,1,0.5141,escalate
email_send,guest,1,0.828,12,7,0,0,0.2727,allow
db_read,developer,1,0.736,54,21,1,2,0.4645,escalate
api_call,user,1,0.811,24,8,0,1,0.2178,allow
db_read,admin,2,0.846,37,19,0,3,0.2641,allow
code_exec,user,0,0.549,56,9,1,1,0.5452,escalate
db_write,user,0,0.861,32,6,0,1,0.2578,allow
api_call,user,1,0.576,19,18,0,1,0.2565,allow
api_call,guest,2,0.459,29,21,0,0,0.4132,escalate
web_search,developer,2,0.782,38,0,0,2,0.2519,allow
web_search,guest,3,0.235,49,4,1,0,0.7297,deny
web_search,admin,1,0.961,29,5,0,3,0.0845,allow
api_call,admin,0,0.587,19,11,0,3,0.1043,allow
db_write,user,3,0.646,20,11,0,1,0.5308,escalate
api_call,user,1,0.794,53,20,1,1,0.4695,escalate
code_exec,developer,1,0.704,3,13,0,2,0.2759,allow
file_write,user,2,0.717,40,6,0,1,0.3766,escalate
db_read,developer,1,0.889,5,19,0,2,0.1522,allow
file_write,guest,0,0.375,23,20,0,0,0.2833,allow
api_call,guest,2,0.8,5,19,0,0,0.305,allow
web_search,user,2,0.593,30,13,0,1,0.3097,allow
file_write,user,1,0.831,32,15,0,1,0.2571,allow
file_read,admin,1,0.932,24,8,0,3,0.0969,allow
file_read,guest,0,0.91,49,1,1,0,0.3597,escalate
web_search,developer,0,0.646,51,16,1,2,0.3341,allow
code_exec,user,0,0.437,51,3,1,1,0.5593,escalate
api_call,user,0,0.721,58,13,1,1,0.4091,escalate
web_search,user,3,0.459,42,13,0,1,0.4399,escalate
web_search,user,2,0.74,35,14,0,1,0.2887,allow
api_call,user,2,0.523,32,11,0,1,0.3721,escalate
db_read,user,1,0.43,54,12,1,1,0.559,escalate
db_write,developer,0,0.619,57,21,1,2,0.5145,escalate
db_read,user,3,0.612,45,9,0,1,0.4743,escalate
file_read,user,1,0.431,48,15,1,1,0.5038,escalate
web_search,developer,0,0.491,44,14,0,2,0.1535,allow
code_exec,developer,1,0.836,22,7,0,2,0.2811,allow
api_call,user,3,0.743,21,3,0,1,0.3931,escalate
api_call,user,3,0.712,28,0,0,1,0.4109,escalate
file_read,admin,0,0.779,49,13,1,3,0.2859,allow
file_read,developer,3,0.451,34,8,0,2,0.4098,escalate
db_write,user,0,0.86,16,18,0,1,0.2313,allow
file_read,user,0,0.848,11,5,0,1,0.0754,allow
api_call,developer,2,0.896,33,15,0,2,0.2658,allow
code_exec,guest,3,0.454,44,23,0,0,0.6275,escalate
